迭代次数,全局最优适应度,平均适应度,最优粒子适应度
482,0.5909175831771671,0.8233038920881706,0.5909175831771671
483,0.5909175831771671,0.8243781571724043,0.5909175831771671
484,0.5909175831771671,0.8315258629125809,0.5909175831771671
485,0.5909175831771671,0.8247270999688101,0.5909175831771671
486,0.5909175831771671,0.832045243006622,0.5909175831771671
487,0.5909175831771671,0.8119064328694656,0.5909175831771671
488,0.5909175831771671,0.8216735033685072,0.5909175831771671
489,0.5909175831771671,0.8180078752997818,0.5909175831771671
490,0.5909175831771671,0.830760071740983,0.5909175831771671
491,0.5909175831771671,0.8281533021594896,0.5909175831771671
492,0.5909175831771671,0.8158853776868792,0.5909175831771671
493,0.5909175831771671,0.8196858902586902,0.5909175831771671
494,0.5909175831771671,0.8198242686782703,0.5909175831771671
495,0.5909175831771671,0.8229784975930428,0.5909175831771671
496,0.5909175831771671,0.8315562470200742,0.5909175831771671
497,0.5909175831771671,0.8300134237254814,0.5909175831771671
498,0.5909175831771671,0.8206216639143998,0.5909175831771671
499,0.5909175831771671,0.8261006358699646,0.5909175831771671
500,0.5909175831771671,0.830747073025527,0.5909175831771671
